----------------------------------------------------------------------------------------------------------------------------------------------------------------------
ID-EMPLEADO | NOMBRE                    | APELLIDO                  | DIRECCION                                          | COD-POSTAL | TIP-DOC | NRO-DOC  | TELEFONO
12567848    | LLANOS                    | MARY GLADYS               | Córdoba 2071                                       |       7652 | DNI     | 17973717 | 9014-1718
12567849    | OLIVER                    | MIRIAM MARUXA             | Avda.Victorica 875                                 |       5937 | DNI     | 20302985 | 8064-6289
12567850    | CAMINO                    | RAUL GREGORIO             | Mendoza 385/389                                    |       7225 | DNI     | 30812650 |
12567853    | TORANZO                   | EDSON JHONATAN            | Avda. Coronel Ramón L. Falcón 331                  |       3271 | DNI     | 32818210 |
12567855    | MALQUI                    | ASHLEY IRENE              | Ricardo Gutiérrez 498                              |       2371 | DNI     | 48755682 | 4440-8858
12567857    | NEGRETE                   | RICARDO                   | Avda. 13 n° 115                                    |       3334 | DNI     | 30760365 |
12567858    | AGUILA                    | LUIS ALBERTO              | Avda. 60 nro 352                                   |       1700 | DNI     | 24142866 |
12567859    | GARCIA                    | JOHANNA                   | Av. Pte. Dr. Arturo U. Illia 2570                  |       7005 | DNI     | 31320423 | 5735-6270
12567860    | MEDINA                    | VICTOR LEONIDAS           | 25 de Mayo 1199                                    |       1869 | DNI     | 19078311 | 8456-7743
12567861    | RODRIGUEZ                 | JORGE ANTONIO             | San Martín 455/57                                  |       6304 | DNI     | 49365661 |
12567862    | CAMONES                   | JOSE ANTONIO              | Coronel Brandsen 36                                |       1444 | DNI     | 32230967 |
12567863    | IBAÑEZ                    | JOSE MIGUEL               | Calle 15 N° 551                                    |       1449 | DNI     | 39665198 | 6380-8586
12567866    | HIDALGO                   | SUSAN CATHERINE           | Calle 4 n° 7                                       |       6970 | LE      | 14959833 | 4354-8410
12567868    | MARTINEZ                  | RUBEN FILIBERTO           | Roque Sáenz Peña 938                               |       5495 | CI      | 43121730 | 5783-9273
12567870    | FLORES                    | CARLOS GUSTAVO            | Avda. Libertad 3802 - M.del Plata                  |       5138 | DNI     | 31181124 | 9738-664
12567871    | PACHECO                   | LUIS ALBERTO              | Luro 5832 - M. del Plata                           |       1997 | DNI     | 24142416 | 8706-2437
12567872    | OROSCO                    | RITA                      | Avda. Edison 302                                   |       1917 | DNI     | 37344252 | 4070-2233
12567877    | SANCHEZ                   | KELLY                     | Calle 14 n° 4465                                   |       3621 | DNI     | 37134872 |
12567882    | MONTES                    | JHONNY BEJER              | Avda. Mitre 198                                    |       7483 | CI      | 44920880 | 6263-66
12567883    | VDA DE ZEGARRA            | KATHERINE LYNN            | Gral. Roca 869                                     |       8948 | DNI     | 47158644 |
12567884    | OTAROLA                   | HENRY IVAN STEWARD        | Calle 57 n° 831 entre 11 y 12                      |       1787 | DNI     | 42711087 | 5701-1242
12567885    | URTEAGA                   | MARIA DIONELLA            | Calle 4 n° 168                                     |       4103 | DNI     | 27669393 | 4654-6587
12567886    | VALENTINO                 | GIUSEPPINA INMACULADA     | Avda. Ing. A. Roca  152                            |       3597 | DNI     | 14151167 |
12567887    | VALENTINO                 | CLAUDIA ISABEL            | Avda. Libertad 698                                 |       4476 | DNI     | 49206638 |
12567889    | GARDELLA                  | DAMIAN JULIO              | Avda. Pte. J. D. Perón 402                         |       7818 | CI      | 24017603 |
12567890    | DIAZ                      | GIANMARCO GUSTAVO         | Avda. Colón 898                                    |       6662 | DNI     | 45637840 |
12567891    | PONCE DE LEON             | RICHARD ENRIQUE           | Avda. San Martín 150                               |       8868 | DNI     | 27014613 |
12567892    | AGUILAR                   | ELVA MARIA                | Alberto H. Almirón 46                              |       6521 | DNI     | 29034807 | 7796-5322
12567895    | RETIS                     | STEPHANO D' ALESSANDRO    | Juan B. Alberdi 4775                               |       1643 | DNI     | 15154885 |
12567896    | MONTOYA                   | ELVIRA                    | 25 de Mayo 325                                     |       8818 | DNI     | 24447255 | 5662-6631
12567897    | ROSA PEREZ                | HAYRO GABRIEL             | Las Heras 398, Planta Baja                         |       4275 | DNI     | 25914001 | 8837-1949
12567898    | CASTILLO                  | JOSE FERNANDO             | Lavalle 698                                        |       8229 | DNI     | 45677254 | 7437-1111
12567901    | SHAREI                    | FABIAN JOHANN             | Avda. de los Trabajadores 2977                     |       3569 | LE      | 40081284 | 8308-5747
12567903    | LEZAMA                    | HAROLD WOODROW            | Avda. Dr. Ricardo Balbin 879                       |       1354 | CI      | 31576257 | 5403-3649
12567905    | NECOCHEA                  | SHIZUE                    | Colón 619                                          |       8473 | DNI     | 37421844 | 5270-8488
12567906    | LEDESMA                   | ANABEL ALEXANDRA          | Belgrano 49                                        |       4300 | DNI     | 15884386 |
12567907    | TAPIA                     | ROLANDO                   | Avda. Mitre 113                                    |       3745 | DNI     | 19173487 |
12567908    | ARAUJO                    | LUIS ALBERTO              | Soarez n° 1                                        |       2744 | CI      | 24361227 | 9319-7607
12567909    | MARCOS                    | JOSE ANTONIO              | Padre Elizalde 445                                 |       2023 | LC      | 36565453 | 7462-8152
12567910    | LEON                      | CAROLINA                  | Avda. San Martín 194                               |       5430 | LE      | 30873014 |
12567911    | VARGAS                    | CAROLINA                  | Calle 47 n° 901                                    |       4594 | DNI     | 32915310 | 6802-2138
12567914    | LOZA                      | MARIA FERNANDA            | San Martín 602/26/34                               |       8400 | DNI     | 38595079 | 8970-3840
12567916    | MINERVA                   | ELIZABETH MARIA           | Avda. Julio A. Roca 199                            |       5743 | DNI     | 36221975 |
12567918    | NASSI                     | FIORELLA LISSETTE         | Boulevard H. Yrigoyen 99                           |       8686 | DNI     | 30144177 | 5621-8701
12567919    | PULIDO                    | LUISA ESPERANZA           | Belgrano 199, esquina Gral. Rico                   |       8711 | DNI     | 40699324 |
12567920    | CAMPOS                    | MARIANA                   | Don Bosco 1285 - Bahia Blanca                      |       2182 | DNI     | 25179349 |
12567925    | ROBLES                    | RAFAEL                    | Avellaneda 281                                     |       4539 | DNI     | 24339951 | 6757-8415
